GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,22.04.2021,23.04.2021,24.04.2021,25.04.2021,26.04.2021,27.04.2021,28.04.2021,29.04.2021,30.04.2021,01.05.2021,02.05.2021,03.05.2021,04.05.2021,05.05.2021,06.05.2021,07.05.2021,08.05.2021,09.05.2021,10.05.2021,11.05.2021,12.05.2021,13.05.2021,14.05.2021,15.05.2021,16.05.2021,17.05.2021,18.05.2021,19.05.2021,20.05.2021,21.05.2021,22.05.2021,23.05.2021,24.05.2021,25.05.2021,26.05.2021,27.05.2021,28.05.2021,29.05.2021,30.05.2021,31.05.2021,01.06.2021,02.06.2021,03.06.2021,04.06.2021,05.06.2021,06.06.2021,07.06.2021,08.06.2021,09.06.2021,10.06.2021,11.06.2021,12.06.2021,13.06.2021,14.06.2021,15.06.2021,16.06.2021,17.06.2021,18.06.2021,19.06.2021,20.06.2021,21.06.2021,22.06.2021,23.06.2021,24.06.2021,25.06.2021,26.06.2021,27.06.2021,28.06.2021,29.06.2021,30.06.2021,01.07.2021,02.07.2021,03.07.2021,04.07.2021,05.07.2021,06.07.2021,07.07.2021,08.07.2021,09.07.2021,10.07.2021,11.07.2021,12.07.2021,13.07.2021,14.07.2021,15.07.2021,16.07.2021,17.07.2021,18.07.2021,19.07.2021,20.07.2021,21.07.2021,22.07.2021,23.07.2021,24.07.2021,25.07.2021,26.07.2021,27.07.2021,28.07.2021,29.07.2021,30.07.2021,31.07.2021,01.08.2021,02.08.2021,03.08.2021,04.08.2021,05.08.2021,06.08.2021,07.08.2021,08.08.2021,09.08.2021,10.08.2021,11.08.2021,12.08.2021,13.08.2021,14.08.2021,15.08.2021,16.08.2021,17.08.2021,18.08.2021,19.08.2021,20.08.2021,21.08.2021,22.08.2021,23.08.2021,24.08.2021,25.08.2021,26.08.2021,27.08.2021,28.08.2021,29.08.2021,30.08.2021,31.08.2021,01.09.2021,02.09.2021,03.09.2021,04.09.2021,05.09.2021,06.09.2021,07.09.2021,08.09.2021,09.09.2021,10.09.2021,11.09.2021,12.09.2021,13.09.2021,14.09.2021,15.09.2021,16.09.2021,17.09.2021,18.09.2021,19.09.2021,20.09.2021,21.09.2021,22.09.2021,23.09.2021,24.09.2021,25.09.2021,26.09.2021,27.09.2021,28.09.2021,29.09.2021,30.09.2021,01.10.2021,02.10.2021,03.10.2021,04.10.2021,05.10.2021,06.10.2021,07.10.2021,08.10.2021,09.10.2021,10.10.2021,11.10.2021,12.10.2021,13.10.2021,14.10.2021,15.10.2021,16.10.2021,17.10.2021,18.10.2021,19.10.2021,20.10.2021,21.10.2021,22.10.2021,23.10.2021,24.10.2021,25.10.2021,26.10.2021,27.10.2021,28.10.2021,29.10.2021,30.10.2021,31.10.2021,01.11.2021,02.11.2021,03.11.2021,04.11.2021,05.11.2021,06.11.2021,07.11.2021,current,current_time
Alzey-Worms,7331,995.0,,,,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221.0,38221,38221,05/11/2021 00:00
Bad Dürkheim,7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Donnersbergkreis,7333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761.0,20761,20761,06/11/2021 00:00
Germersheim,7334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/11/2021 00:00
Kaiserslautern,7335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/11/2021 00:00
Kusel,7336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Südliche Weinstraße,7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/11/2021 00:00
Rhein-Pfalz-Kreis,7338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Mainz-Bingen,7339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601.0,80601,80601,06/11/2021 00:00
Südwestpfalz,7340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Stuttgart,8111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275709.0,275709.0,275709.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,356912.0,356912.0,356912.0,372118.0,372118.0,372118.0,372118.0,393274.0,393274.0,393274.0,393274.0,393274.0,393274.0,393274.0,393274.0,476918.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,165232.0,346119.0,346119.0,346119.0,346119.0,346119.0,346119.0,377199.0,377199.0,377199.0,377199.0,377199.0,377199.0,377199.0,422015.0,422015.0,422015.0,422015.0,422015.0,422015.0,422015.0,465555.0,465555.0,465555.0,465555.0,465555.0,465555.0,465555.0,508176.0,508176.0,508176.0,508176.0,508176.0,508176.0,508176.0,557769.0,557769.0,557769.0,557769.0,557769.0,557769.0,557769.0,589934.0,589934.0,589934.0,589934.0,589934.0,589934.0,589934.0,589934.0,589934.0,621052.0,621052.0,621052.0,621052.0,621052.0,621052.0,621052.0,621052.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715.0,646715,646715,06/11/2021 00:00
Böblingen,8115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31126.0,31126.0,31126.0,31126.0,31126.0,31126.0,31126.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,37104.0,80001.0,80001.0,80001.0,80001.0,80001.0,92896.0,92896.0,92896.0,92896.0,101713.0,101713.0,101713.0,101713.0,101713.0,101713.0,101713.0,101713.0,101713.0,101713.0,101713.0,101713.0,225165.0,225165.0,225165.0,225165.0,225165.0,225165.0,246590.0,246590.0,246590.0,246590.0,246590.0,246590.0,246590.0,273735.0,273735.0,273735.0,273735.0,273735.0,273735.0,273735.0,300137.0,300137.0,300137.0,300137.0,300137.0,300137.0,300137.0,325356.0,325356.0,325356.0,325356.0,325356.0,325356.0,325356.0,355493.0,355493.0,355493.0,355493.0,355493.0,355493.0,355493.0,373335.0,373335.0,373335.0,373335.0,373335.0,373335.0,373335.0,373335.0,373335.0,395398.0,395398.0,395398.0,395398.0,395398.0,395398.0,395398.0,395398.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048.0,410048,410048,06/11/2021 00:00
Esslingen,8116,,,,,,,,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,57532.0,57532.0,57532.0,57532.0,57532.0,57532.0,57532.0,57532.0,57532.0,57532.0,68149.0,68149.0,68149.0,96788.0,96788.0,96788.0,96788.0,96788.0,96788.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,143118.0,318523.0,318523.0,318523.0,318523.0,318523.0,318523.0,344526.0,344526.0,344526.0,344526.0,344526.0,344526.0,344526.0,383353.0,383353.0,383353.0,383353.0,383353.0,383353.0,383353.0,420027.0,420027.0,420027.0,420027.0,420027.0,420027.0,420027.0,452663.0,452663.0,452663.0,452663.0,452663.0,452663.0,452663.0,493612.0,493612.0,493612.0,493612.0,493612.0,493612.0,493612.0,519988.0,519988.0,519988.0,519988.0,519988.0,519988.0,519988.0,519988.0,519988.0,547443.0,547443.0,547443.0,547443.0,547443.0,547443.0,547443.0,547443.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539.0,567539,567539,06/11/2021 00:00
Göppingen,8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,153353.0,153353.0,153353.0,153353.0,153353.0,153353.0,184195.0,184195.0,184195.0,184195.0,184195.0,184195.0,184195.0,183861.0,183861.0,183861.0,183861.0,183861.0,183861.0,183861.0,202934.0,202934.0,202934.0,202934.0,202934.0,202934.0,202934.0,220233.0,220233.0,220233.0,220233.0,220233.0,220233.0,220233.0,241195.0,241195.0,241195.0,241195.0,241195.0,241195.0,241195.0,254939.0,254939.0,254939.0,254939.0,254939.0,254939.0,254939.0,254939.0,254939.0,267917.0,267917.0,267917.0,267917.0,267917.0,267917.0,267917.0,267917.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181.0,279181,279181,06/11/2021 00:00
Ludwigsburg,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,317055.0,317055.0,317055.0,317055.0,317055.0,317055.0,343096.0,343096.0,343096.0,343096.0,343096.0,343096.0,343096.0,383278.0,383278.0,383278.0,383278.0,383278.0,383278.0,383278.0,420474.0,420474.0,420474.0,420474.0,420474.0,420474.0,420474.0,457519.0,457519.0,457519.0,457519.0,457519.0,457519.0,457519.0,500506.0,500506.0,500506.0,500506.0,500506.0,500506.0,500506.0,527172.0,527172.0,527172.0,527172.0,527172.0,527172.0,527172.0,527172.0,527172.0,555204.0,555204.0,555204.0,555204.0,555204.0,555204.0,555204.0,555204.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864.0,578864,578864,07/11/2021 00:00
